2017年11月30日 - ,大陆包机接巴厘岛滞留游客 台民众叹:不比不知道,https://taiwan.huanqiu.com/article/9CaKrnK5SUa
2017年11月29日 - ,4架包机飞往巴厘岛 接回滞留当地的中国游客,https://world.huanqiu.com/article/9CaKrnK5SuK
2017年12月4日 - ,"大陆包机接巴厘岛滞留旅客,台媒感慨:境外遇险还得靠大陆",https://taiwan.huanqiu.com/article/9CaKrnK5Ux5
2017年11月29日 - ,"1.7万中国游客被困巴厘岛,南航2架客机今夜急赴接人",https://world.huanqiu.com/article/9CaKrnK5Sup
2017年12月1日 - ,"“空机来,满机走”:中国多部门助巴厘岛旅客回国",https://world.huanqiu.com/article/9CaKrnK5TE6
2017年12月1日 - ,中方高效有序协助滞留巴厘岛中国游客 已逾万人回国,https://world.huanqiu.com/article/9CaKrnK5U3S
2017年12月1日 - ,英媒:中国旅客讲述被困巴厘岛经历 食宿乱涨价,https://oversea.huanqiu.com/article/9CaKrnK5TGY
2017年11月28日 - ,中领馆:巴厘岛中国游客整体情绪稳定 应保持警惕,https://world.huanqiu.com/article/9CaKrnK5RGS?w=280
2017年12月1日 - ,中国多部门紧急行动协助滞留印尼巴厘岛游客回国,https://world.huanqiu.com/article/9CaKrnK5TnA
2017年11月24日 - ,印尼巴厘岛火山喷发 中国游客应注意安全,https://go.huanqiu.com/article/9CaKrnK5P8t
2017年12月1日 - ,韩媒:266名滞留巴厘岛韩国游客安全抵达仁川,https://world.huanqiu.com/article/9CaKrnK5Tzd
2017年11月23日 - ,报告:中国游客海外病不起 欧美医疗费可达国内30倍,https://oversea.huanqiu.com/article/9CaKrnK5OuZ?w=280
2017年12月20日 - ,2017中国航空年度关键词:大飞机、空中WiFi、民航包机,https://uav.huanqiu.com/article/9CaKrnK65Qu
2017年11月30日 - ,大陆包机接巴厘岛滞留游客 台民众叹:不比不知道,https://taiwan.huanqiu.com/article/9CaKrnK5SUa
2017年12月4日 - ,"大陆包机接巴厘岛滞留旅客,台媒感慨:境外遇险还得靠大陆",https://taiwan.huanqiu.com/article/9CaKrnK5Ux5
2017年12月1日 - ,中方高效有序协助滞留巴厘岛中国游客 已逾万人回国,https://world.huanqiu.com/article/9CaKrnK5U3S
2017年11月28日 - ,中领馆:巴厘岛中国游客整体情绪稳定 应保持警惕,https://world.huanqiu.com/article/9CaKrnK5RGS
2017年11月24日 - ,印尼巴厘岛火山喷发 中国游客应注意安全,https://go.huanqiu.com/article/9CaKrnK5P8t
2017年11月23日 - ,报告:中国游客海外病不起 欧美医疗费可达国内30倍,https://oversea.huanqiu.com/article/9CaKrnK5OuZ
2017年11月23日 - ,报告:中国游客海外病不起 欧美医疗费可达国内30倍,https://oversea.huanqiu.com/article/9CaKrnK5OuZ
